 1012 Version 10.0.2 STANDARDS TEXT MUST BE 60 CHARS OR LESS. S ref line number, s source line, number of entries
  140 00 1    0  140 S Infeasible loop condition found.                            CERT-C:2008 MSC07-C,MSC12-C CERT-C:2014 MEM05-C,MEM11-C,MSC12-C CERT-C:2016 MEM05-C,MEM11-C,MSC12-C CMSE 11.2.3 CWE-2.11 561,570,571 CWE-3.4 561,570,571,1037 DERA 52 GJB 4.11.2.3 GJB_5369 4.6.2.4,4.11.2.3 MISRA-AC 13.7 MISRA-C:1998 52 MISRA-C:2004 13.7 MISRA-C:2012(Ed 3 Rev 1) R.14.3 MISRA-C:2012(Ed 3) R.14.3 MISRA-C:2012/AMD1 R.14.3 MISRA-C:2012/AMD1/TC1 R.14.3 MISRA-C:2012/AMD2 R.14.3 MISRA-C:2012/TC1 R.14.3 RUNTIME FLOW,LOOP SEC-Cv1 M1.9.2 SEC-Cv2 M1.9.2 SEC-Cv3 M1.9.2
  141 00 1    0  141 S Incomplete structure or class declaration.                  CAST 5.1.17 CMSE 1.1.21 DERA 108 GJB 4.1.1.21 GJB_5369 4.1.1.21 MISRA-C:1998 108
  142 00 1    0  142 S Parameter list declarations are inconsistent.               CMSE 1.1.22 DERA 73 GJB 4.1.1.22 GJB_5369 4.1.1.22 MISRA-C:1998 73
  143 00 1    0  143 S Curly brackets used in expression.                          BARR-C:2013 1.1.a BARR-C:2018 1.1.a FACE-2.1.1-CVM 1516,1519,1522,1527,1545,1549,1553,1561,1586,1590,1594,1600,1623,1625,1628,1630 FACE-3.0-CVM 280,290,300,310,325,342 FACE-3.1-CVM F-289,F-299,F-309,F-319,F-334,F-355 FSB582-C 3.1.1 MISRA-AC 1.1 MISRA-C:2004 1.1 MISRA-C:2012(Ed 3 Rev 1) R.1.2 MISRA-C:2012(Ed 3) R.1.2 MISRA-C:2012/AMD1 R.1.2 MISRA-C:2012/AMD1/TC1 R.1.2 MISRA-C:2012/AMD2 R.1.2 MISRA-C:2012/TC1 R.1.2 NUREG_CR-6463 1.2.15 SEC-Cv1 X6.x SEC-Cv2 X6.x SEC-Cv3 X6.x
  144 00 1    0  144 S Floating point not permitted.                               BARR-C:2013 5.4.a BARR-C:2018 5.4.a DERA 129
  145 00 1    0  145 s #if has invalid expression.                                 BARR-C:2013 1.1.a BARR-C:2018 1.1.a CERT-C:2008 MSC00-C CERT-C:2014 MSC40-C CERT-C:2016 MSC40-C CWE-2.11 758 CWE-3.4 758,1127 FACE-2.1.1-CVM 1516,1519,1522,1527,1545,1549,1553,1561,1586,1590,1594,1600,1623,1625,1628,1630 FACE-3.0-CVM 280,290,300,310,325,342 FACE-3.1-CVM F-289,F-299,F-309,F-319,F-334,F-355 FSB582-C 3.1.1 MISRA-AC 1.1 MISRA-C:2004 1.1 MISRA-C:2012(Ed 3 Rev 1) R.1.1 MISRA-C:2012(Ed 3) R.1.1 MISRA-C:2012/AMD1 R.1.1 MISRA-C:2012/AMD1/TC1 R.1.1 MISRA-C:2012/AMD2 R.1.1 MISRA-C:2012/TC1 R.1.1 NUREG_CR-6463 1.2.15 SEC-Cv1 P1.1.1,X6.x SEC-Cv2 P1.1.1,X6.x SEC-Cv3 P1.1.1,X6.x
  146 00 1    0  146 s #define with empty parameter list.
  147 00 1    0  147 s Spurious characters after preprocessor directive.           MISRA-AC 19.16 MISRA-C:2004 19.16 MISRA-C:2012(Ed 3 Rev 1) R.20.13 MISRA-C:2012(Ed 3) R.20.13 MISRA-C:2012/AMD1 R.20.13 MISRA-C:2012/AMD1/TC1 R.20.13 MISRA-C:2012/AMD2 R.20.13 MISRA-C:2012/TC1 R.20.13 NUREG_CR-6463 1.2.15 SEC-Cv1 M1.12.1 SEC-Cv2 M1.12.1 SEC-Cv3 M1.12.1
  148 00 1    0  148 S No return type for function/procedure.                      CWE-2.11 628 CWE-3.4 628 DERA 75 EADS-C 108 FSB582-C 3.6.2 MISRA-C:1998 75 RUNTIME FN
  149 00 1    0  149 S Reference parameter to procedure is reassigned.             GJB_5369 4.4.1.1 GJB_8114 R-1-3-3 MISRA-C:2012(Ed 3 Rev 1) R.17.8 MISRA-C:2012(Ed 3) R.17.8 MISRA-C:2012/AMD1 R.17.8 MISRA-C:2012/AMD1/TC1 R.17.8 MISRA-C:2012/AMD2 R.17.8 MISRA-C:2012/TC1 R.17.8
  150 00 1    0  150 S Volatile or const used in function type.                    DERA 147
  151 00 1    0  151 S Use of global variable in macro definition.                 DERA 159
  152 00 1    0  152 s Use of a comment in a macro definition.                     DERA 155
  153 00 1    0  153 s Use of a comment in a pre-processor directive.              DERA 155
  154 00 1    0  154 S Nested header files found.                                  BARR-C:2013 4.2.d BARR-C:2018 4.2.d DERA 168
  155 00 1    0  155 s Comments between preprocessor directives.                   DERA 161
  156 00 1    0  156 s Use of 'defined' keyword in macro body.                     CERT-C:2008 MSC15-C CERT-C:2014 MSC15-C CERT-C:2016 MSC15-C DERA 158 MISRA-AC 20.1 MISRA-C:2004 20.1 MISRA-C:2012(Ed 3 Rev 1) R.21.1 MISRA-C:2012(Ed 3) R.21.1 MISRA-C:2012/AMD1 R.21.1 MISRA-C:2012/AMD1/TC1 R.21.1 MISRA-C:2012/AMD2 R.21.1 MISRA-C:2012/TC1 R.21.1 NUREG_CR-6463 1.2.15,4.5.2
  157 00 1    0  157 S Modification of string literal.                             CAST 5.16.13 CERT-C:2008 STR30-C CERT-C:2014 STR30-C CERT-C:2016 STR30-C CWE-2.11 758 CWE-3.4 758 DERA 130 GJB 5.1.19 MISRA-AC 1.2 MISRA-C:2004 1.2 MISRA-C:2012(Ed 3 Rev 1) R.7.4 MISRA-C:2012(Ed 3) R.7.4 MISRA-C:2012/AMD1 R.7.4 MISRA-C:2012/AMD1/TC1 R.7.4 MISRA-C:2012/AMD2 R.7.4 MISRA-C:2012/TC1 R.7.4 NUREG_CR-6463 1.2.15 RUNTIME LIT SEC-Cv1 X3.x SEC-Cv2 X3.x SEC-Cv3 X3.x secureC 28
  158 00 1   10  158 S Expression with more than *** subconditions.                DERA 146
  159 00 1    0  159 S Comparing pointer with zero or NULL.                        CERT-C:2014 MEM10-C CERT-C:2016 MEM10-C DERA 163
  160 00 1    0  160 s Loop in macro expansion.
  161 00 0    0  161 S Not used for 'c'.
  162 00 0    0  162 S Not used for 'c'.
  163 00 1    0  163 S Function starts with upper case character.                  EADS-C 74
  164 00 1    0  164 S Use of void * pointer.                                      GJB_8114 A-1-3-2 NUREG_CR-6463 1.2.6.8
  165 00 0    0  165 S Not used for 'c'.
  166 00 0    0  166 S Not used for 'c'.
  167 00 0    0  167 S Not used for 'c'.
  168 00 1    0  168 S Call by value parameter not const.                          BARR-C:2013 1.8.b BARR-C:2018 1.8.b
  169 00 0    0  169 S Not used for 'c'.
  170 00 0    0  170 S Procedure call has no prototype and no defn.                CERT-C:2008 DCL07-C,EXP37-C CERT-C:2014 DCL07-C,EXP37-C CERT-C:2016 DCL07-C,EXP37-C CWE-2.11 628 CWE-3.4 628 FACE-2.1.1-CVM 1405,1422,1517,1525,1546,1557,1587,1595,1623,1628 FACE-3.0-CVM 286,292,307,321,339,344 FACE-3.1-CVM F-295,F-301,F-330,F-352,F-357 RUNTIME FN
  171 00 0    0  171 S Not used for 'c'.
  172 00 1    0  172 S Variable declared multiply.                                 MISRA-AC 8.9 MISRA-C:1998 25 MISRA-C:2004 8.9 MISRA-C:2012(Ed 3 Rev 1) R.8.5 MISRA-C:2012(Ed 3) R.8.5 MISRA-C:2012/AMD1 R.8.5 MISRA-C:2012/AMD1/TC1 R.8.5 MISRA-C:2012/AMD2 R.8.5 MISRA-C:2012/TC1 R.8.5 NUREG_CR-6463 4.2.1 SEC-Cv1 M4.4.3,M4.4.4 SEC-Cv2 M4.4.3,M4.4.4 SEC-Cv3 M4.4.3,M4.4.4
  173 00 0    0  173 S Not used for 'c'.
  174 00 0    0  174 S Not used for 'c'.
  175 00 1    0  175 S Function starts with lower case character.
  176 00 1    0  176 s Non standard escape sequence    in source.                  BARR-C:2018 3.6.b CERT-C:2008 MSC10-C CERT-C:2014 MSC10-C CERT-C:2016 MSC10-C CWE-2.11 758 CWE-3.4 758 DERA 5 FSB582-C 3.1.5 MISRA-AC 4.1 MISRA-C:1998 5 MISRA-C:2004 4.1 MISRA-C:2012(Ed 3 Rev 1) R.1.3,R.4.1 MISRA-C:2012(Ed 3) R.1.3,R.4.1 MISRA-C:2012/AMD1 R.1.3,R.4.1 MISRA-C:2012/AMD1/TC1 R.1.3,R.4.1 MISRA-C:2012/AMD2 R.1.3,R.4.1 MISRA-C:2012/TC1 R.1.3,R.4.1 NUREG_CR-6463 1.2.15 SEC-Cv1 P1.2.2 SEC-Cv2 P1.2.2 SEC-Cv3 P1.2.2
  177 00 1    0  177 S Identifier not declared on new line.                        CERT-C:2008 DCL04-C EADS-C 83 JPL 4
  178 00 0    0  178 S Declaration statement not on new line.                      EADS-C 156 FSB582-C 3.3.6,3.7.6 JPL 4
  179 00 0    0  179 S Extern not at start of header file.                         CAST 5.16.15
  180 00 0    0  180 S No space between * or & and name in declaration.            BARR-C:2013 3.1.e BARR-C:2018 3.1.e
  181 00 0    0  181 S No space between if, while, for and expresn.                BARR-C:2013 3.1.a BARR-C:2018 3.1.a EADS-C 148
  182 00 0    0  182 S No space after semi colon in for expression.                BARR-C:2013 3.1.l BARR-C:2018 3.1.l EADS-C 151
  183 00 0    0  183 S No newline after semi colon.                                BARR-C:2013 3.3.a BARR-C:2018 3.3.a FSB582-C 3.3.6
  184 00 0    0  184 S Spaces round -> or [] operators.                            BARR-C:2013 3.1.g,3.1.h BARR-C:2018 3.1.g,3.1.h CWE-3.4 1114 FSB582-C 3.3.9
  185 00 0    0  185 S Space between unary operator and operand.                   BARR-C:2013 3.1.d,3.1.e BARR-C:2018 3.1.d,3.1.e CWE-3.4 1114 EADS-C 153,154 FSB582-C 3.3.9
  186 00 0    0  186 S Space missing before or after binary operator.              BARR-C:2013 3.1.b,3.1.c BARR-C:2018 3.1.b,3.1.c EADS-C 149 FSB582-C 3.3.9
  187 00 0    0  187 s Tab character in source.                                    BARR-C:2013 3.5.a BARR-C:2018 3.5.a EADS-C 138 FSB582-C 3.1.5 NUREG_CR-6463 4.1.1
  188 00 0    0  188 S { or } not on line by itself.                               BARR-C:2013 1.3.b BARR-C:2018 1.3.b EADS-C 142 FSB582-C 3.3.1,3.3.2,3.3.8,3.7.5 NUREG_CR-6463 4.1.1
  189 00 1    0  189 s Input line exceeds limit.                                   BARR-C:2013 1.2.a BARR-C:2018 1.2.a EADS-C 140 FSB582-C 3.1.6
  190 00 0    2  190 S { ... } contents not indented by *** spaces.                BARR-C:2013 3.4.a,3.4.b,8.3.a BARR-C:2018 3.4.a,3.4.b,8.3.a CWE-3.4 1114 EADS-C 139,144 FSB582-C 3.3.3,3.3.4 NUREG_CR-6463 4.1.1
  191 00 0    0  191 S Space between function name and parenthesis.                CWE-3.4 1114 EADS-C 152
  192 00 0    0  192 S Static not on separate line in function defn.
  193 00 0    0  193 S Not used for 'c'.
  194 00 0    0  194 S Not used for 'c'.
  195 00 0    0  195 S Function return type needs a new line.                      JPL 4
  196 00 0    0  196 S Not used for 'c'.
  197 00 0    0  197 S Not used for 'c'.
  198 00 0    0  198 S Not used for 'c'.
  199 00 0    0  199 S Not used for 'c'.
  200 00 1    0  200 S Define used for numeric constant.                           BARR-C:2013 1.8.b BARR-C:2018 1.8.b CERT-C:2008 DCL00-C CERT-C:2014 DCL00-C CERT-C:2016 DCL00-C EADS-C 80,88
  201 00 1    0  201 S Use of numeric literal in expression.                       BARR-C:2013 8.4.a BARR-C:2018 8.4.a CERT-C:2008 DCL06-C,EXP07-C,EXP09-C CERT-C:2014 DCL06-C,EXP07-C,EXP09-C CERT-C:2016 DCL06-C,EXP07-C,EXP09-C CWE-2.11 547 CWE-3.4 547,1052,1106 EADS-C 80,87 GJB_8114 A-1-1-6 NUREG_CR-6463 4.1.8.1,4.5.3.1 SEC-Cv1 M1.10.1 SEC-Cv2 M1.10.1 SEC-Cv3 M1.10.1
  202 00 0    0  202 S Not used for 'c'.
  203 00 1    0  203 S Cast on a constant value.                                   CERT-C:2008 EXP05-C CERT-C:2014 EXP05-C CERT-C:2016 EXP05-C CWE-2.11 704 CWE-3.4 704 GJB_8114 R-2-5-2 MISRA-AC 11.5 MISRA-C:2004 11.5 MISRA-C:2012(Ed 3 Rev 1) R.11.8 MISRA-C:2012(Ed 3) R.11.8 MISRA-C:2012/AMD1 R.11.8 MISRA-C:2012/AMD1/TC1 R.11.8 MISRA-C:2012/AMD2 R.11.8 MISRA-C:2012/TC1 R.11.8 NUREG_CR-6463 1.2.15 RUNTIME CONV SEC-Cv1 R2.7.2 SEC-Cv2 R2.7.2 SEC-Cv3 R2.7.2
  204 00 0    0  204 S continue or goto not defined to rubbish.
  205 00 0    0  205 S Not used for 'c'.
  206 00 0    0  206 S Not used for 'c'.
  207 00 0    0  207 S Not used for 'c'.
  208 00 0    0  208 S Not used for 'c'.
  209 00 1    0  209 s Preprocessor command indented.                              BARR-C:2013 3.2.d BARR-C:2018 3.2.d
  210 00 1    0  210 S Macro name is not upper case.                               BARR-C:2013 6.1.f BARR-C:2018 6.1.f EADS-C 61 FSB582-C 3.2.4
  211 00 0    0  211 S Not used for 'c'.
  212 00 0    0  212 S Not used for 'c'.
  213 00 0    0  213 S Not used for 'c'.
  214 00 0    0  214 S Not used for 'c'.
  215 00 1    0  215 S Struct or class called by value.                            SEC-Cv1 E1.1.3 SEC-Cv2 E1.1.3 SEC-Cv3 E1.1.3
  216 00 0    0  216 S Pointer name does not have required suffix.                 EADS-C 72
  217 00 0    0  217 S Names only differ by case.                                  EADS-C 52 FSB582-C 3.2.8 GJB_8114 R-1-13-8 MISRA-C:2012(Ed 3 Rev 1) D.4.5 MISRA-C:2012(Ed 3) D.4.5 MISRA-C:2012/AMD1 D.4.5 MISRA-C:2012/AMD1/TC1 D.4.5 MISRA-C:2012/AMD2 D.4.5 MISRA-C:2012/TC1 D.4.5
  218 00 1    0  218 s Name is used in standard libraries.                         BARR-C:2013 6.1.b,7.1.b BARR-C:2018 6.1.b,7.1.b CERT-C:2008 ERR31-C CERT-C:2014 DCL37-C CERT-C:2016 DCL37-C EADS-C 49 GJB_8114 R-1-7-1 MISRA-AC 20.2 MISRA-C:1998 115 MISRA-C:2004 20.2 MISRA-C:2012(Ed 3 Rev 1) R.21.2 MISRA-C:2012(Ed 3) R.21.2 MISRA-C:2012/AMD1 R.21.2 MISRA-C:2012/AMD1/TC1 R.21.2 MISRA-C:2012/AMD2 R.21.2 MISRA-C:2012/TC1 R.21.2 NUREG_CR-6463 4.5.2 SEC-Cv1 M1.7.2 SEC-Cv2 M1.7.2 SEC-Cv3 M1.7.2 secureC 44
  219 00 1    0  219 S User name starts with underscore.                           BARR-C:2013 6.1.c,7.1.c BARR-C:2018 6.1.c,7.1.c CERT-C:2014 DCL37-C CERT-C:2016 DCL37-C EADS-C 48,59 FSB582-C 3.2.9 MISRA-AC 20.1,20.2 MISRA-C:2004 20.1,20.2 MISRA-C:2012(Ed 3 Rev 1) R.21.1,R.21.2 MISRA-C:2012(Ed 3) R.21.1,R.21.2 MISRA-C:2012/AMD1 R.21.1,R.21.2 MISRA-C:2012/AMD1/TC1 R.21.1,R.21.2 MISRA-C:2012/AMD2 R.21.1,R.21.2 MISRA-C:2012/TC1 R.21.1,R.21.2 NUREG_CR-6463 4.5.2 SEC-Cv1 M1.7.3 SEC-Cv2 M1.7.3 SEC-Cv3 M1.7.3 secureC 44
  220 00 0    0  220 s No prefix for global type.
  221 00 1    0  221 S Start of class/struct/union/enum lower case.                EADS-C 66
  222 00 0    0  222 S Start of variable is upper case.                            EADS-C 70
  223 00 0    0  223 s No prefix for global function.
  224 00 1    0  224 S Start of enumeration is upper case.
  225 00 0    0  225 S Inappropriate file extension.                               BARR-C:2013 4.1.b BARR-C:2018 4.1.b FSB582-C 2.2.2
  226 00 1    0  226 S Bit field is not octal, hex or suffix u.                    SEC-Cv1 P1.3.3 SEC-Cv2 P1.3.3 SEC-Cv3 P1.3.3
  227 00 1    0  227 S Numeric bit operand is not octal,hex or u.
  228 00 1    0  228 s Bracket mismatch ( or { in macro definition.                GJB_8114 A-1-1-2
  229 00 1    0  229 s Bracket mismatch ) or } in macro definition.                GJB_8114 A-1-1-2
  230 00 0    0  230 S Not used for 'c'.
  231 00 0    0  231 S Not used for 'c'.
  232 00 0    0  232 S Not used for 'c'.
  233 00 0    0  233 S Not used for 'c'.
  234 00 0    0  234 S Not used for 'c'.
  235 00 0    0  235 S Not used for 'c'.
  236 00 0    0  236 S Not used for 'c'.
  237 00 0    0  237 S Not used for 'c'.
  238 00 0    0  238 S Not used for 'c'.
  239 00 0    0  239 S Not used for 'c'.
  240 00 0    0  240 S Not used for 'c'.
  241 00 0    0  241 S Not used for 'c'.
  242 00 0    0  242 S Not used for 'c'.
  243 00 1    0  243 s Included file not protected with #define.                   BARR-C:2013 4.2.b BARR-C:2018 4.2.b CERT-C:2008 PRE06-C CERT-C:2014 PRE06-C CERT-C:2016 PRE06-C CWE-2.11 398 CWE-3.4 1127 EADS-C 9 FSB582-C 2.3.2 GJB_8114 R-1-1-22 MISRA-AC 19.15 MISRA-C:2004 19.15 MISRA-C:2012(Ed 3 Rev 1) D.4.10 MISRA-C:2012(Ed 3) D.4.10 MISRA-C:2012/AMD1 D.4.10 MISRA-C:2012/AMD1/TC1 D.4.10 MISRA-C:2012/AMD2 D.4.10 MISRA-C:2012/TC1 D.4.10 SEC-Cv1 M4.4.6 SEC-Cv2 M4.4.6 SEC-Cv3 M4.4.6
  244 00 0    0  244 S Not used for 'c'.
  245 00 1    0  245 S Case statement in nested block.                             CERT-C:2014 MSC20-C CERT-C:2016 MSC20-C FSB582-C 3.9.2.1 GJB_8114 R-1-4-8 MISRA-AC 15.1,15.5 MISRA-C:2004 15.1,15.5 MISRA-C:2012(Ed 3 Rev 1) R.16.2 MISRA-C:2012(Ed 3) R.16.2 MISRA-C:2012/AMD1 R.16.2 MISRA-C:2012/AMD1/TC1 R.16.2 MISRA-C:2012/AMD2 R.16.2 MISRA-C:2012/TC1 R.16.2 SEC-Cv1 M1.3.2 SEC-Cv2 M1.3.2 SEC-Cv3 M1.3.2
  246 00 0    0  246 S Not used for 'c'.
  247 00 1    0  247 s Macro definition calls itself.                              JPL 8
  248 00 1    0  248 s Divide by zero in preprocessor directive.                   CERT-C:2008 INT32-C CERT-C:2014 INT33-C CERT-C:2016 INT33-C CWE-2.11 369,758 CWE-3.4 369,758 MISRA-AC 21.1 MISRA-C:2004 21.1 MISRA-C:2012(Ed 3 Rev 1) D.4.1,D.4.14 MISRA-C:2012(Ed 3) D.4.1 MISRA-C:2012/AMD1 D.4.1,D.4.14 MISRA-C:2012/AMD1/TC1 D.4.1,D.4.14 MISRA-C:2012/AMD2 D.4.1,D.4.14 MISRA-C:2012/TC1 D.4.1 NUREG_CR-6463 1.2.7.6 SEC-Cv1 R3.2.1 SEC-Cv2 R3.2.1 SEC-Cv3 R3.2.1 secureC 26
  249 00 1    0  249 S Operation not appropriate to boolean type.                  CERT-C:2008 INT13-C CERT-C:2014 INT13-C CERT-C:2016 INT13-C MISRA-AC 12.6 MISRA-C:2004 12.6 MISRA-C:2012(Ed 3 Rev 1) R.10.1 MISRA-C:2012(Ed 3) R.10.1 MISRA-C:2012/AMD1 R.10.1 MISRA-C:2012/AMD1/TC1 R.10.1 MISRA-C:2012/AMD2 R.10.1 MISRA-C:2012/TC1 R.10.1
  250 00 1    0  250 s Cyclic included file nesting found.
  251 00 0    0  251 S Not used for 'c'.
  252 00 1    0  252 S Lower case suffix to literal number.                        CERT-C:2014 DCL16-C CERT-C:2016 DCL16-C GJB_8114 R-1-8-5 MISRA-C:2012(Ed 3 Rev 1) R.7.3 MISRA-C:2012(Ed 3) R.7.3 MISRA-C:2012/AMD1 R.7.3 MISRA-C:2012/AMD1/TC1 R.7.3 MISRA-C:2012/AMD2 R.7.3 MISRA-C:2012/TC1 R.7.3 SEC-Cv1 M1.2.2 SEC-Cv2 M1.2.2 SEC-Cv3 M1.2.2
  253 00 0    0  253 S Not used for 'c'.
  254 00 0    0  254 S Not used for 'c'.
  255 00 1    0  255 s Found #if, #ifdef, #else, #elif .                           FSB582-C 3.11.2
  256 00 1  200  256 S Procedure exceeds *** source lines of code.                 BARR-C:2013 6.2.a BARR-C:2018 6.2.a EADS-C 115 FSB582-C 3.7.8 JPL 4 NUREG_CR-6463 4.1.4
  257 00 1    0  257 s Filename in #include not in < > .
  258 00 0    0  258 S Not used for 'c'.
  259 00 0    0  259 S Statement not on new line (added by Testbed).               FSB582-C 3.3.6 JPL 4
  260 00 0    0  260 S Not used for 'c'.
  261 00 0    0  261 S Not used for 'c'.
  262 00 0    0  262 S Not used for 'c'.
  263 00 0    0  263 S Not used for 'c'.
  264 00 0    0  264 S Not used for 'c'.
  265 00 0    0  265 S Not used for 'c'.
  266 00 0    0  266 S Not used for 'c'.
  267 00 1    0  267 S Hexadecimal number with lower case char.
  268 00 1    0  268 S Empty initialisation exprsn in for loop.                    EADS-C 165
  269 00 1    0  269 S Empty increment exprsn in for loop.                         EADS-C 165 MISRA-AC 13.5 MISRA-C:1998 66 MISRA-C:2004 13.5 SEC-Cv1 M3.3.1 SEC-Cv2 M3.3.1 SEC-Cv3 M3.3.1
  270 00 1    0  270 S For loop initialisation is not simple.                      MISRA-AC 13.5 MISRA-C:1998 66 MISRA-C:2004 13.5 MISRA-C:2012(Ed 3 Rev 1) R.14.2 MISRA-C:2012(Ed 3) R.14.2 MISRA-C:2012/AMD1 R.14.2 MISRA-C:2012/AMD1/TC1 R.14.2 MISRA-C:2012/AMD2 R.14.2 MISRA-C:2012/TC1 R.14.2 SEC-Cv1 M3.3.1 SEC-Cv2 M3.3.1 SEC-Cv3 M3.3.1
  271 00 1    0  271 S For loop incrementation is not simple.                      MISRA-AC 13.5 MISRA-C:1998 66 MISRA-C:2004 13.5 MISRA-C:2012(Ed 3 Rev 1) R.14.2 MISRA-C:2012(Ed 3) R.14.2 MISRA-C:2012/AMD1 R.14.2 MISRA-C:2012/AMD1/TC1 R.14.2 MISRA-C:2012/AMD2 R.14.2 MISRA-C:2012/TC1 R.14.2 SEC-Cv1 M3.3.1 SEC-Cv2 M3.3.1 SEC-Cv3 M3.3.1
  272 00 1    0  272 s Found #ifndef (ref. removed).                               FSB582-C 3.11.2
  273 00 1    0  273 s Found #define.
  274 00 1    2  274 S Name found with length less than ***.                       BARR-C:2013 6.2.f,7.1.e BARR-C:2018 6.2.f,7.1.e CMSE 8.1.1 EADS-C 37 FSB582-C 3.2.3 GJB 4.8.1.1 NUREG_CR-6463 4.1.2
  275 00 1    0  275 S Tag missing in struct, union or enum.                       GJB_8114 R-1-1-8
  276 00 1    0  276 S Case is not part of switch enumeration.                     GJB 5.1.6 MISRA-C:2012(Ed 3 Rev 1) R.10.3 MISRA-C:2012(Ed 3) R.10.3 MISRA-C:2012/AMD1 R.10.3 MISRA-C:2012/AMD1/TC1 R.10.3 MISRA-C:2012/AMD2 R.10.3 MISRA-C:2012/TC1 R.10.3
  277 00 1    0  277 S Switch chooser is not an enumeration.
  278 00 1    0  278 S Switch has missing or extra cases.                          CAST 5.16.17 CMSE 3.1.9 GJB 5.1.6
  279 00 0    0  279 S Not used for 'c'.
  280 00 0    0  280 S Not used for 'c'.
  281 00 0    0  281 S Not used for 'c'.
  282 00 0    0  282 S Not used for 'c'.
  283 00 0    0  283 S Not used for 'c'.
  284 00 1    0  284 S Cast preceded by a cast.
  285 00 0    0  285 S Not used for 'c'.
  286 00 1    0  286 S Functions defined in header file.                           BARR-C:2013 4.2.c BARR-C:2018 4.2.c FSB582-C 2.3.1 MISRA-AC 8.5 MISRA-C:2004 8.5 SEC-Cv1 M4.4.5 SEC-Cv2 M4.4.5 SEC-Cv3 M4.4.5
  287 00 1    0  287 S Variable definition in header file.                         BARR-C:2013 4.2.c BARR-C:2018 4.2.c FSB582-C 2.3.1 MISRA-AC 8.5 MISRA-C:2004 8.5 SEC-Cv1 M4.4.5 SEC-Cv2 M4.4.5 SEC-Cv3 M4.4.5
  288 00 1    0  288 S Header file is not .h.                                      BARR-C:2013 4.3.f BARR-C:2018 4.3.f EADS-C 13 FSB582-C 2.2.2,3.11.1
  289 00 0    0  289 S Not used for 'c'.
  290 00 0    0  290 S Not used for 'c'.
  291 00 0    0  291 S Not used for 'c'.
  292 00 1    0  292 s No space between #include and filename.                     MISRA-AC 19.3 MISRA-C:2004 19.3 SEC-Cv1 P1.4.1 SEC-Cv2 P1.4.1 SEC-Cv3 P1.4.1
  293 00 1    0  293 s Non ANSI/ISO construct used.                                BARR-C:2013 1.1.a,1.1.b,1.1.c BARR-C:2018 1.1.a,1.1.b,1.1.c EADS-C 135 FACE-2.1.1-CVM 1516,1519,1522,1527,1545,1549,1553,1561,1586,1590,1594,1600,1623,1625,1628,1630 FACE-3.0-CVM 280,290,300,310,325,342 FACE-3.1-CVM F-289,F-299,F-309,F-319,F-334,F-355 FSB582-C 3.1.1 MISRA-AC 1.1 MISRA-C:1998 1 MISRA-C:2004 1.1 MISRA-C:2012(Ed 3 Rev 1) R.1.2 MISRA-C:2012(Ed 3) R.1.2 MISRA-C:2012/AMD1 R.1.2 MISRA-C:2012/AMD1/TC1 R.1.2 MISRA-C:2012/AMD2 R.1.2 MISRA-C:2012/TC1 R.1.2 NUREG_CR-6463 3.1.1,3.2.1 SEC-Cv1 P1.1.1,P2.1.2 SEC-Cv2 P1.1.1,P2.1.2 SEC-Cv3 P1.1.1,P2.1.2
  294 00 0    0  294 S Not used for 'c'.
  295 00 1    0  295 S Use of digraph.                                             SEC-Cv2 M1.8.4 SEC-Cv3 M1.8.4
  296 00 1    0  296 S Function declared at block scope.                           CERT-C:2008 MSC15-C CERT-C:2014 MSC15-C CERT-C:2016 MSC15-C CWE-2.11 758 CWE-3.4 758 MISRA-AC 8.6 MISRA-C:1998 68 MISRA-C:2004 8.6 MISRA-C:2012(Ed 3 Rev 1) R.1.3 MISRA-C:2012(Ed 3) R.1.3 MISRA-C:2012/AMD1 R.1.3 MISRA-C:2012/AMD1/TC1 R.1.3 MISRA-C:2012/AMD2 R.1.3 MISRA-C:2012/TC1 R.1.3 NUREG_CR-6463 1.2.15 RUNTIME FN
  297 00 0    0  297 S Not used for 'c'.
  298 00 1    0  298 S Non const pointer to function.                              BARR-C:2013 1.8.b BARR-C:2018 1.8.b
  299 00 1    0  299 S Pointer to function declared without typedef.               CERT-C:2008 DCL05-C CERT-C:2014 DCL05-C CERT-C:2016 DCL05-C
  300 00 0    0  300 S Not used for 'c'.
  301 00 0    0  301 S } not aligned vertically below {.                           BARR-C:2013 1.3.b BARR-C:2018 1.3.b EADS-C 143 FSB582-C 3.3.1,3.3.2,3.3.8,3.7.5 NUREG_CR-6463 4.1.1
  302 00 1    0  302 S Comment possibly contains code.                             BARR-C:2013 2.1.c BARR-C:2018 2.1.c CERT-C:2008 MSC04-C CERT-C:2014 MSC04-C CERT-C:2016 MSC04-C CMSE 10.2.1 CWE-2.11 398 CWE-3.4 1085 DERA 10 EADS-C 32,168 GJB 4.10.2.1 GJB_5369 4.10.2.1 MISRA-AC 2.4 MISRA-C:1998 10 MISRA-C:2004 2.4 MISRA-C:2012(Ed 3 Rev 1) D.4.4 MISRA-C:2012(Ed 3) D.4.4 MISRA-C:2012/AMD1 D.4.4 MISRA-C:2012/AMD1/TC1 D.4.4 MISRA-C:2012/AMD2 D.4.4 MISRA-C:2012/TC1 D.4.4 NUREG_CR-6463 4.1.3 SEC-Cv1 M1.1.2 SEC-Cv2 M1.1.2 SEC-Cv3 M1.1.2
